WKT,ID,NAME,TAGS,WEBSITE,ADDRESS,PHONE,HOURS,CREATED_AT,UPDATED_AT,GEOMETRY_X,GEOMETRY_Y
"POINT (172.684608 -43.549466)",1029190,Woolston SuperValue,supermarket,http://www.progressive.co.nz,"7-11 St Johns Street, Woolston",(03) 384 1140,"8am - 8pm, 7 days",2006-08-31 13:52:43,2006-09-01 11:55:21,172.684608,-43.549466
"POINT (172.721488 -43.602817)",1029080,Lyttelton SuperValue,"supermarket, Lotto",http://www.progressive.co.nz,"19 London Street, Lyttelton",(03) 328 7038,Mon - Sun: 8am - 9pm,2006-08-31 13:52:41,2008-04-04 10:27:32,172.721488,-43.602817
"POINT (172.657252 -43.530463)",1029220,Stanmore SuperValue,supermarket,http://www.progressive.co.nz,"96 Stanmore Road, Christchurch",(03) 389 2933,Mon - Sun 8am - 9pm,2006-08-31 13:52:44,2006-09-01 11:55:21,172.657252,-43.530463
"POINT (173.287216 -41.272006)",1029330,Nelson City FreshChoice,"supermarket, Lotto",http://www.progressive.co.nz,"69 Collingwood Street, Nelson",(03) 548 0191,"Mon - Fri: 8am - 9pm, Sat & Sun: 8am - 8pm",2006-08-31 13:52:47,2007-03-29 13:08:47,173.287216,-41.272006
"POINT (173.935086 -41.509343)",1029350,Springlands FreshChoice,"supermarket, Lotto",http://www.progressive.co.nz,"133 Middle Renwick Road, Blenheim",(03) 578 6289,"Mon - Sun, 7am - 9pm",2006-08-31 13:52:47,2007-03-29 13:09:21,173.935086,-41.509343
"POINT (173.825692 -41.507995)",1029340,Renwick SuperValue,supermarket,http://www.progressive.co.nz,"78 High Street, Renwick",(03) 572 8259,"Mon -Fri 7.30am - 7pm, Sat 7.30am - 6pm, Sun 7.30am - 5.30pm",2006-08-31 13:52:47,2006-09-01 11:55:22,173.825692,-41.507995
"POINT (173.954993000000115 -41.529787)",1029360,Redwood SuperValue,supermarket,http://www.progressive.co.nz,"93 Weld Street, Redwood, Blenheim",(03) 578 6675,"Mon - Sun, 7.30am - 8pm",2006-08-31 13:52:47,2006-09-01 11:55:22,173.954993,-41.529787
"POINT (172.621819 -43.512529)",1029130,Merivale FreshChoice,"supermarket, Lotto",http://www.progressive.co.nz,"189 Papanui Road, Merivale Mall, Merivale",(03) 355 4432,"Mon - Sun, 8am - 9pm",2006-08-31 13:52:42,2007-03-29 13:09:35,172.621819,-43.512529
"POINT (176.15565500006295 -37.70155599994149)",1029810,Tauranga Foodtown,supermarket,http://www.progressive.co.nz,"683 Cameron Road, Tauranga",(07) 578 0718,Mon - Sun 7am - 9pm,2006-08-31 13:52:58,2006-09-01 11:55:25,176.155655,-37.7015559999
"POINT (175.286329000010141 -40.620662999989918)",1029590,Levin Countdown,"supermarket, Lotto",http://www.progressive.co.nz,"Cnr Bristol Street and Stanley Street, Levin",(06) 368 4195,7 days 7am-10pm,2006-08-31 13:52:53,2007-09-09 17:33:09,175.286329,-40.620663
"POINT (174.906218000004259 -36.94844299999729)",1030000,Te Irirangi Drive Woolworths Micro @ Gull,"supermarket, petrol station",http://www.progressive.co.nz,"457 East Tamaki Road, Manukau",(09) 271 2692,"Mon - Sun, 24 hours",2006-08-31 13:53:03,2006-09-30 18:34:56,174.906218,-36.948443
"POINT (174.886293000004059 -36.961318999997452)",1030010,East Tamaki Woolworths Quickstop @ Gull,"supermarket, petrol station",http://www.woolworths.co.nz,"263 East Tamaki Road, Otara",(09) 271 3194,"Mon - Sun, 24 hours",2006-08-31 13:53:03,2006-09-30 18:09:27,174.886293,-36.961319
"POINT (174.896768000004158 -36.977349999997365)",1030020,Flatbush SuperValue,supermarket,http://www.progressive.co.nz,"8/130 Dawson Road, Flat Bush",(09) 274 4060,"Mon-Sun, 7am-8pm",2006-08-31 13:53:03,2006-09-01 11:55:26,174.896768,-36.97735
"POINT (174.450774000001019 -36.676773999999476)",1030130,Helensville Woolworths,supermarket,http://www.progressive.co.nz,"43 Commercial Road, Helensville",(09) 420 9627,"Mon - Sun, 7am - 10pm",2006-08-31 13:53:06,2007-01-23 12:25:58,174.450774,-36.676774
"POINT (174.702338000002356 -36.756185999998642)",1030120,Albany Highway Woolworths Quickstop @ Gull,"supermarket, petrol station",http://www.woolworths.co.nz,"183 Albany Highway, Albany",(09) 414 7960,"Mon - Sun, 24 hours",2006-08-31 13:53:05,2006-09-30 18:03:27,174.702338,-36.756186
"POINT (170.474382999987967 -45.870105999977234)",1054880,Foodlands Lucky Lotto Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"185 Kaikorai Valley Road, Dunedin",(03) 453 5742,,2006-10-29 13:27:14,2006-10-29 13:27:14,170.474383,-45.870106
"POINT (168.354806999991354 -46.408743999113121)",1028980,Invercargill Plaza SuperValue,supermarket,http://www.progressive.co.nz,"103 Yarrow St, Invercargill",(03) 218 2205,"Mon - Sun, 7am - 7pm",2006-08-31 13:52:38,2006-09-01 11:55:20,168.354807,-46.4087439991
"POINT (175.526408000016829 -41.025832999981255)",1030980,New World Carterton,supermarket,http://www.newworld.co.nz,"60-72 High Street, Carterton",(06) 379 8016,"7 days a week, from 7am to 8pm",2006-08-31 14:05:21,2006-09-01 11:55:32,175.526408,-41.025833
"POINT (170.983130999995893 -45.080074999994224)",1054780,Frasers Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"421 Thames Highway, Oamaru",(03) 437 0653,,2006-10-29 13:27:10,2006-10-29 13:27:10,170.983131,-45.080075
"POINT (176.790000000163246 -38.039999999820779)",1055880,Ross's Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"Main Highway, Te Teko, Whakatane",(07) 322 8127,,2006-10-29 13:28:03,2006-10-29 13:28:03,176.79,-38.0399999998
"POINT (173.505449 -35.392706)",1056340,Rawene Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"Clendon Esplanade, Rawene",(09) 405 7848,,2006-10-29 13:28:26,2007-04-03 19:59:46,173.505449,-35.392706
"POINT (168.8489409999315 -46.327466999547987)",1054500,Wyndham Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"15 Balaclava Street, Wyndham",(03) 206 4645,,2006-10-29 13:14:20,2007-10-03 11:27:20,168.848941,-46.3274669995
"POINT (174.853689000003698 -36.980152999997721)",1031260,New World Papatoetoe,supermarket,http://www.newworld.co.nz,"65 St George Street, Papatoetoe, Auckland",(09) 278 4897,"8am-9pm, 7 days a week",2006-08-31 14:05:28,2006-09-01 11:55:33,174.853689,-36.980153
"POINT (169.966080999966636 -44.488346999934727)",1054790,Omarama Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"Chain Hills Hwy, Omarama",(03) 438 9895,,2006-10-29 13:27:10,2006-11-23 23:22:47,169.966081,-44.4883469999
"POINT (175.607242000020534 -40.329594999978191)",1055540,Milson Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"10 Langley Avenue, Palmerston North",(06) 354 1892,,2006-10-29 13:27:47,2006-10-29 13:27:47,175.607242,-40.329595
"POINT (174.663692000002072 -36.909102999998815)",1030340,Kelston Foodtown,supermarket,http://www.progressive.co.nz,"Cnr Great North & West Coast Roads, Glen Eden",(09) 813 0356,"Mon - Sun, 8am - 10pm",2006-08-31 13:53:11,2007-01-04 20:01:14,174.663692,-36.909103
"POINT (174.89779500000418 -37.022634999997344)",1029990,Manurewa Woolworths,supermarket,http://www.progressive.co.nz,"Southmall Shopping Centre, Great South Road, Manurewa",(09) 267 0526,"Mon - Sun, 7am - 10pm",2006-08-31 13:53:02,2007-01-17 15:38:11,174.897795,-37.022635
"POINT (172.67522 -43.532582)",1029180,Eastgate Countdown,"supermarket, Lotto",http://www.progressive.co.nz,"Eastgate Mall, Cnr Linwood Avenue & Buckleys Road, Linwood",(03) 381 1396,"Mon-Sun, 24 hours",2006-08-31 13:52:43,2007-03-18 18:40:32,172.67522,-43.532582
"POINT (174.751840000002716 -36.876805999998375)",1030320,Mt Eden Foodtown,"supermarket, Lotto",http://www.progressive.co.nz,"Cnr Valley & Dominion Roads, Mt Eden",(09) 631 7052,"Mon-Sun, 24 hours",2006-08-31 13:53:10,2007-03-18 19:05:58,174.75184,-36.876806
"POINT (176.238540000071168 -38.128136999929751)",1029710,Lake Rd Woolworths Quickstop @ Gull,"supermarket, petrol station",http://www.woolworths.co.nz,"112 Lake Rd, Rotorua",(07) 343 6051,"Mon - Sun, 24 hours",2006-08-31 13:52:56,2006-09-30 18:27:17,176.23854,-38.1281369999
"POINT (175.798618000030729 -39.677047999967854)",1030980,New World Taihape,supermarket,http://www.newworld.co.nz,"112-114 Hautapu Street, Taihape",(06) 388 0118,"7am-9pm, 7 days a week",2006-08-31 14:05:21,2006-09-01 11:55:32,175.798618,-39.677048
"POINT (171.195487999997312 -42.462156999997319)",1030740,New World Greymouth,"supermarket, Lotto",http://www.newworld.co.nz,"Cnr High & Marlborough Streets, Greymouth",(03) 768 4441,"8am-9pm, 7 days a week",2006-08-31 14:05:15,2007-03-29 13:18:40,171.195488,-42.462157
"POINT (173.949022000000127 -35.226393)",1030110,Kerikeri Woolworths,supermarket,http://www.progressive.co.nz,"Cnr Kerikeri & Fairway Drive, Kerikeri",(09) 407 6163,"Mon - Sun, 7am - 9pm",2006-08-31 13:53:05,2006-12-29 19:49:33,173.949022,-35.226393
"POINT (173.317512 -41.236819)",1054990,Atawhai Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"664 Atawhai Crescent, Nelson",(03) 545 0912,,2006-10-29 13:27:20,2006-10-29 13:27:20,173.317512,-41.236819
"POINT (175.072267000005922 -41.124939999994268)",1029470,Upper Hutt Woolworths,supermarket,http://www.progressive.co.nz,"14 Russell Street, Upper Hutt, Wellington",(04) 528 9069,"Mon - Sun, 7am - 11pm",2006-08-31 13:52:50,2007-11-05 20:45:59,175.072267,-41.12494
"POINT (175.497547000018216 -36.760077999986493)",1056150,Coromandel Four Square,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"18 Kapanga Road, Coromandel",(07) 866 8808,,2006-10-29 13:28:16,2007-03-29 12:49:38,175.497547,-36.760078
"POINT (175.866850000036976 -38.219187999965975)",1031200,New World Tokoroa,supermarket,http://www.newworld.co.nz,"Bridge Street, Tokoroa",(07) 886 5058,"8am-8pm, 7 days a week",2006-08-31 14:05:27,2008-02-28 23:00:16,175.86685,-38.219188
"POINT (175.005282000005025 -40.917180999995324)",1029430,Paraparaumu Woolworths,supermarket,http://www.progressive.co.nz,"Coastlands Shoppingtown, Paraparaumu",(04) 296 1383,"Mon - Sun, 6am - 11pm",2006-08-31 13:52:49,2007-11-05 21:29:01,175.005282,-40.917181
"POINT (175.150004000008039 -37.666705999994157)",1031130,New World New World Ngaruawahia,"supermarket, Lotto",http://www.newworld.co.nz,"7 Galileo Street, Ngaruawahia",(07) 824 8275,"8.30am-7pm, 7 days a week",2006-08-31 14:05:25,2007-05-14 22:49:27,175.150004,-37.666706
"POINT (174.308653000000561 -35.751213999999742)",1030160,South Whangarei Woolworths Quickstop @ Gull,"supermarket, petrol station",http://www.progressive.co.nz,"Cnr State Highway 1 & Tauroa Street, South Whangarei",(09) 430 3760,"Mon - Sun, 24hrs",2006-08-31 13:53:06,2006-09-30 18:02:29,174.308653,-35.751214
"POINT (174.723494000002518 -36.81155699999853)",1118260,Pak N Fresh,"asian supermarket , fruit and vegetables",,"75 mokoia rd, birkenhead",,,2007-08-31 23:56:35,2007-08-31 23:56:35,174.723494,-36.811557
"POINT (169.686623999957789 -45.91285599988408)",1054940,Chapman Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"19 Ross Place, Lawrence",(03) 485 9105,,2006-10-29 13:27:17,2007-09-10 20:23:08,169.686624,-45.9128559999
"POINT (174.775389000002917 -36.909681999998234)",1028940,PAK 'n SAVE Royal Oak,supermarket,http://www.paknsave.co.nz,"Royal Oak Mall, 691 Manukau Rd, Royal Oak, Auckland",(09) 625 8561,"8am-10pm, 7 days",2006-08-31 11:40:21,2007-12-18 21:03:33,174.775389,-36.909682
"POINT (170.656672999991599 -45.639854999985566)",1054920,Karitane Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"130 Stornoway Street, Karitane",(03) 465 7331,,2006-10-29 13:27:16,2006-10-29 13:27:16,170.656673,-45.639855
"POINT (171.229229999997813 -44.378763999997417)",1055060,Grants Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"261 Selwyn Street, Timaru",(03) 688 8741,,2006-10-29 13:27:23,2006-10-29 13:27:23,171.22923,-44.378764
"POINT (175.326091000012184 -37.789901999990541)",1056100,Silverdale Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"120 Silverdale Road, Hamilton",(07) 856 9995,,2006-10-29 13:28:14,2006-10-29 13:28:14,175.326091,-37.789902
"POINT (174.980868000004676 -40.893685999995668)",1055190,Thriftway Four Square Discount,"supermarket, groceries",http://www.foursquare.co.nz,"16 Seaview Road, Paraparaumu",(04) 298 4528,,2006-10-29 13:27:29,2006-10-29 13:27:29,174.980868,-40.893686
"POINT (174.737218000002628 -36.763479999998474)",1098400,T-Market Supermarket Glenfield,Asian supermarket,,"Unit 3, 20 Link Dr, Wairau Park, Glenfield, Auckland",(09) 442 1158,,2007-04-17 17:04:56,2007-04-17 17:04:56,174.737218,-36.76348
"POINT (174.149284000000307 -39.028417999999839)",1029610,Parklands SuperValue,supermarket,http://www.progressive.co.nz,"Parklands Shopping Centre, 188 Parklands Ave, Bell Block",(06) 755 1963,"Mon - Sun, 7am - 8pm",2006-08-31 13:52:53,2006-09-01 11:55:24,174.149284,-39.028418
"POINT (176.894889000170906 -39.495891999769448)",1029630,Taradale Woolworths Quickstop @ Gull,"supermarket, petrol station",http://www.progressive.co.nz,"2 Taradale Rd, Napier",(06) 834 0285,"Mon - Sun, 24 hours",2006-08-31 13:52:54,2006-09-30 18:30:16,176.894889,-39.4958919998
"POINT (176.191802000067014 -37.665923999937512)",1029780,Mt Maunganui Woolworths Micro @ Gull,"supermarket, petrol station",http://www.woolworths.co.nz,"131 Hewletts Road, Mt Maunganui",(07) 574 2975,"Mon - Sun, 24 hours",2006-08-31 13:52:57,2006-09-30 18:25:53,176.191802,-37.6659239999
"POINT (175.286640000011118 -37.793871999991467)",1029840,Bridge Street Countdown,supermarket,http://www.progressive.co.nz,"Bridgemall, Bridge St, Hamilton",(07) 838 2714,"Mon - Sun, 7am - 10pm",2006-08-31 13:52:59,2007-03-04 10:34:44,175.28664,-37.793872
"POINT (176.325223000083042 -37.784672999919486)",1029770,Te Puke Woolworths,supermarket,http://www.progressive.co.nz,"Cnr Queen St & Boucher Ave, Te Puke",(07) 573 0058,"Mon - Sun, 7am - 9pm",2006-08-31 13:52:57,2006-12-29 19:54:05,176.325223,-37.7846729999
"POINT (174.722915000002502 -36.781791999998539)",1030180,Glenfield Countdown,supermarket,http://www.progressive.co.nz,"Glenfield Mall, Bentley Ave, Glenfield",(09) 444 0400,"Mon - Sun, 7am - 10pm",2006-08-31 13:53:07,2006-09-28 18:28:44,174.722915,-36.781792
"POINT (174.721541000002503 -36.783166999998542)",1030190,Glenfield Foodtown,supermarket,http://www.progressive.co.nz,"Cnr Downing St and Glenfield Rd, Glenfield",(09) 444 7875,"Sat - Wed 8-9pm, Thurs - Fri 8-10pm",2006-08-31 13:53:07,2006-09-28 18:26:24,174.721541,-36.783167
"POINT (174.724363000002541 -36.730571999998539)",1030200,Pinehill Woolworths Quickstop @ Gull,"supermarket, petrol station",http://www.progressive.co.nz,"50 Greville Rd, Pinehill",(09) 475 5316,"Mon - Sun, 24 hours",2006-08-31 13:53:07,2006-09-30 18:36:19,174.724363,-36.730572
"POINT (174.783340000003022 -36.922809999998186)",1030320,Onehunga Foodtown,supermarket,http://www.progressive.co.nz,"Cnr Church & Selwyn Street, Onehunga",(09) 634 3688,"Mon-Sun, 7am-10pm",2006-08-31 13:53:10,2006-09-28 18:25:14,174.78334,-36.92281
"POINT (174.66909100000214 -36.873055999998783)",1030340,Avondale Woolworths Quickstop @ Gull,"supermarket, petrol station",http://www.progressive.co.nz,"628 Rosebank Road, Avondale",(09) 820 9040,"Mon - Sun, 24 hours",2006-08-31 13:53:11,2006-09-30 18:37:38,174.669091,-36.873056
"POINT (174.690642000002271 -36.910684999998686)",1030350,New Lynn Woolworths Quickstop @ Gull,"supermarket, petrol station",http://www.woolworths.co.nz,"23 Clark St, New Lynn",(09) 826 4200,"Mon - Sun, 24 hours",2006-08-31 13:53:11,2006-09-30 18:08:42,174.690642,-36.910685
"POINT (174.630274000001862 -36.874957999998948)",1030410,Sel Peacock Henderson Woolworths Micro @ Gull,"supermarket, petrol station",http://www.woolworths.co.nz,"13 Sel Peacock Drive, Henderson",(09) 838 1583,"Mon - Sun, 24 hours",2006-08-31 13:53:12,2007-01-23 12:26:12,174.630274,-36.874958
"POINT (174.651907000002012 -36.842290999998866)",1030390,Te Atatu Woolworths,supermarket,http://www.progressive.co.nz,"583 Te Atatu Road, Te Atatu Peninsula",(09) 834 8580,"Mon - Sun, 7am - 10pm",2006-08-31 13:53:12,2006-09-01 11:55:28,174.651907,-36.842291
"POINT (174.632602000001867 -36.880434999998933)",1030400,Henderson Countdown,supermarket,http://www.progressive.co.nz,"West City Mall, 7 Catherine St, Henderson",(09) 836 8541,"Mon - Sun, 8am - 9pm",2006-08-31 13:53:12,2006-09-28 18:30:58,174.632602,-36.880435
"POINT (171.216063999997459 -42.448042999997497)",1030450,Greymouth FreshChoice,"supermarket, Lotto",http://www.progressive.co.nz,"174B Mawhera Quay, Greymouth",(03) 768 7545,"Mon - Sun, 7am - 9pm",2006-08-31 13:53:13,2007-03-29 13:07:15,171.216064,-42.448043
"POINT (174.646611000001968 -36.865407999998872)",1030420,Te Atatu South Foodtown,supermarket,http://www.progressive.co.nz,Cnr Edmonton Road & Te Atatu Road,(09) 838 8228,"Mon - Sun, 8.30am - 9pm",2006-08-31 13:53:13,2006-09-28 18:24:27,174.646611,-36.865408
"POINT (172.566972 -43.580212)",1030530,New World Halswell,"supermarket, Lotto",http://www.newworld.co.nz,"346-360 Halswell Road, Christchurch",(03) 322 9991,"Mon-Fri 8am-9pm, Sat & Sun 8am-8pm",2006-08-31 14:05:10,2007-03-29 13:20:53,172.566972,-43.580212
"POINT (173.679593 -42.387884)",1030530,New World Kaikoura,"supermarket, Lotto",http://www.newworld.co.nz,"124-128 Beach Road, Kaikoura",(03) 319 5723,"8am-8pm, 7 days a week",2006-08-31 14:05:10,2007-05-07 16:51:33,173.679593,-42.387884
"POINT (172.622171 -43.45978)",1030580,New World Belfast,"supermarket, Lotto",http://www.newworld.co.nz,"2 Mounter Avenue, Northwood, Belfast, Christchurch",(03) 375 9004,"7.30am-9pm, 7 days a week",2006-08-31 14:05:11,2007-03-18 15:07:03,172.622171,-43.45978
"POINT (170.985600999995938 -45.076904999994255)",1030620,New World Northside,supermarket,http://www.newworld.co.nz,"402 Thames Highway, Oamaru",(03) 437 1908,"8am-8pm, 7 days a week",2006-08-31 14:05:12,2006-09-01 11:55:29,170.985601,-45.076905
"POINT (174.784411000002677 -41.29260999999763)",1030800,New World Wellington City,"supermarket, Lotto",http://www.newworld.co.nz,"279 Wakefield Street, Wellington",(04) 384 8054,"7 days a week, from 7am to 12 midnight",2006-08-31 14:05:17,2007-03-18 15:00:27,174.784411,-41.29261
"POINT (174.84186000000318 -41.136245999997165)",1030780,New World Porirua City,"supermarket, Lotto",http://www.newworld.co.nz,"North City Plaza, Cnr Lyttleton & Walton Leigh Avenues, Porirua",(04) 237 0012,"7 days a week, from 7am to 11pm",2006-08-31 14:05:16,2007-05-14 22:49:59,174.84186,-41.136246
"POINT (170.519486999989027 -45.854890999979574)",1030660,New World Gardens,"supermarket, Lotto",http://www.newworld.co.nz,"6 North Road, Dunedin",(03) 473 8754,"Mon-Fri 8.30am-8pm, Sat 8.30-7pm, Sun 9am-7pm",2006-08-31 14:05:13,2007-03-29 13:13:27,170.519487,-45.854891
"POINT (176.839802000157704 -39.638995999786552)",1031040,New World Hastings City,"supermarket, Lotto",http://www.newworld.co.nz,"400 E Heretaunga Street, Hastings",(06) 876 9881,"7am-10pm, 7 days a week",2006-08-31 14:05:23,2007-03-29 13:21:28,176.839802,-39.6389959998
"POINT (174.775213000002651 -41.287918999997714)",1030820,New World Willis Street Metro,supermarket,http://www.newworld.co.nz,"70 Willis Street, Wellington",(04) 471 6580,"Weekdays 7am-11pm, Saturday 8am-11pm and Sunday 8am-10pm",2006-08-31 14:05:17,2006-09-01 11:55:31,174.775213,-41.287919
"POINT (177.417431000320647 -39.03388399952356)",1031020,New World Wairoa,supermarket,http://www.newworld.co.nz,"41 Queen Street, Wairoa",(06) 838 8019,"Monday-Thursday 7.30am-5.30pm, Friday 7.30am-7.30pm and Weekends 8am-4pm",2006-08-31 14:05:22,2006-09-01 11:55:32,177.417431,-39.0338839995
"POINT (174.791576000002749 -41.247499999997572)",1030840,New World Khandallah,"supermarket, Lotto",http://www.newworld.co.nz,"26 Ganges Road, Khandallah",(04) 479 6986,"Weekdays from 8am to 8.30pm, weekends from 8am to 8pm",2006-08-31 14:05:18,2007-05-07 16:56:05,174.791576,-41.2475
"POINT (175.321820000012053 -37.802120999990635)",1031160,New World Hillcrest,supermarket,http://www.newworld.co.nz,"Cambridge Road, Hillcrest, Hamilton",(07) 856 7094,"7.30am-8.30pm, 7 days a week",2006-08-31 14:05:26,2007-01-06 19:03:45,175.32182,-37.802121
"POINT (174.694049000002281 -36.586642999998709)",1031300,New World Orewa,supermarket,http://www.newworld.co.nz,"11 Moana Ave, Orewa",(09) 427 0117,"7am-10pm, 7 days a week",2006-08-31 14:05:30,2007-01-23 12:26:43,174.694049,-36.586643
"POINT (175.522552000018862 -37.659807999984757)",1031210,New World Morrinsville,supermarket,http://www.newworld.co.nz,"89 Thames Street, Morrinsville",(07) 889 8060,"Mon-Fri 7.30am-8pm, Sat & Sun 7.30am-7pm",2006-08-31 14:05:27,2006-09-01 11:55:33,175.522552,-37.659808
"POINT (175.257367000010049 -38.882993999991541)",1031220,New World Taumarunui,supermarket,http://www.newworld.co.nz,"10 Hakiaha Street, Taumarunui",(07) 896 0070,"8am-7pm, 7 days a week",2006-08-31 14:05:28,2006-09-01 11:55:33,175.257367,-38.882994
"POINT (175.769893000031118 -37.803390999973047)",1031210,New World Matamata,"supermarket, Lotto",http://www.newworld.co.nz,"45 Waharoa Road East, Matamata",(07) 888 7703,"8am-8pm, 7 days a week",2006-08-31 14:05:27,2007-05-14 22:49:11,175.769893,-37.803391
"POINT (174.942620000004723 -37.064938999996947)",1031260,New World Papakura,supermarket,http://www.newworld.co.nz,"40-44 East Street, Papakura, Auckland",(09) 299 6503,"Mon-Wed 7.30am-8pm, Thurs & Fri 7.30am-9pm, Sat & Sun 7.30am-8pm",2006-08-31 14:05:29,2006-09-01 11:55:33,174.94262,-37.064939
"POINT (174.764582000002832 -36.772381999998316)",1031330,New World Milford,supermarket,http://www.newworld.co.nz,"141 Kitchener Rd, Milford, Auckland",(09) 489 5543,"7am - 10pm, 7 Days",2006-08-31 14:05:30,2006-09-01 11:55:33,174.764582,-36.772382
"POINT (174.777978000002946 -36.796580999998241)",1031340,New World Takapuna,supermarket,http://www.newworld.co.nz,"Hauraki Corner, 371 Lake Rd, Takapuna, Auckland",(09) 489 5672,"8am-8pm, 7 days a week",2006-08-31 14:05:31,2006-09-01 11:55:33,174.777978,-36.796581
"POINT (174.797515000003131 -36.881706999998094)",1031350,New World Remuera,supermarket,http://www.newworld.co.nz,"10 Clonbern Road, Remuera, Auckland",(09) 520 3559,"8am-10pm, 7 days a week",2006-08-31 14:05:31,2006-09-01 11:55:33,174.797515,-36.881707
"POINT (174.828676000003441 -36.860517999997889)",1031350,New World Eastridge,supermarket,http://www.newworld.co.nz,"209 Kepa Road, Mission Bay, Auckland",(09) 521 4680,"8am-10pm, 7 days a week",2006-08-31 14:05:31,2006-09-01 11:55:34,174.828676,-36.860518
"POINT (174.679190000002194 -36.930739999998735)",1031370,New World Green Bay,supermarket,http://www.newworld.co.nz,"64 Godley Road, Green Bay, Auckland",(09) 827 4070,"Mon-Fri 7am-9pm, Sat & Sun 8am-8pm",2006-08-31 14:05:31,2006-09-01 11:55:34,174.67919,-36.93074
"POINT (174.90584100000379 -41.210768999996496)",1029500,Lower Hutt Woolworths,supermarket,http://www.progressive.co.nz,"Queensgate Shopping Centre, Bloomfield Terrace, Lower Hutt",(04) 569 3993,"Mon - Sun, 7am - 10pm",2006-08-31 13:52:51,2008-01-15 17:26:52,174.905841,-41.210769
"POINT (174.444008000000991 -36.160641999999505)",1056460,Jaques Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"Mangawhai Road, Kaiwaka",(09) 431 2227,,2006-10-29 13:28:32,2007-01-04 19:50:31,174.444008,-36.160642
"POINT (174.352233000000723 -36.111061999999663)",1056480,Maungaturoto Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"Main Road, Maungaturoto",(09) 431 8700,,2006-10-29 13:28:33,2007-04-03 18:30:52,174.352233,-36.111062
"POINT (176.913464000174912 -39.49283099976283)",1029640,Napier Countdown,"supermarket, Lotto",http://www.progressive.co.nz,"Cnr Munroe & Dickens Streets, Napier",(06) 834 1401,"Mon - Sun, 24 hours",2006-08-31 13:52:54,2007-03-18 18:44:28,176.913464,-39.4928309998
"POINT (175.875539000038685 -37.212543999967558)",1056130,Whangamata Superette,"supermarket, groceries",,"326 Ocean Road, Whangamata",(07) 865 8842,,2006-10-29 13:28:16,2008-04-13 20:07:30,175.875539,-37.212544
"POINT (173.260328 -35.110366)",1056380,Plaza Four Sqaure,"supermarket, groceries",http://www.foursquare.co.nz,"220 Commerce Street, Kaitaia",(09) 408 1870,,2006-10-29 13:28:28,2007-01-12 09:32:05,173.260328,-35.110366
"POINT (174.233768000000424 -39.00283499999977)",1055720,BJ's Waitara Four Sqaure,"supermarket, groceries",http://www.foursquare.co.nz,"68-70 McLean Street, Waitara",(06) 754 3125,,2006-10-29 13:27:56,2006-10-29 13:27:56,174.233768,-39.002835
"POINT (174.865391000003399 -41.082161999996934)",1055100,Plimmerton Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"4 Steyne Avenue, Plimmerton",(04) 233 1090,,2006-10-29 13:27:25,2006-10-29 13:27:25,174.865391,-41.082162
"POINT (172.642078 -43.538726)",1029170,Moorhouse Countdown,supermarket,http://www.progressive.co.nz,"Cnr Moorhouse Ave and Madras St, Christchurch",(03) 366 4804,"Mon - Sun, 8am-8pm",2006-08-31 13:52:43,2006-12-07 20:30:04,172.642078,-43.538726
"POINT (175.849104000037016 -37.001143999969742)",1056120,Tairua Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"234 Main Road, Tairua",(07) 864 9583,,2006-10-29 13:28:15,2006-11-16 17:16:10,175.849104,-37.001144
"POINT (175.283561000011048 -37.771918999991541)",1031160,New World Heaphy Tce,"supermarket, Lotto",http://www.newworld.co.nz,"Heaphy Terrace, Hamilton",(07) 855 3957,"8am-8pm, 7 days a week",2006-08-31 14:05:26,2007-05-14 22:45:17,175.283561,-37.771919
"POINT (174.307312000000593 -35.74339499999973)",1056540,Otaika Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"Otaika Road, Whangarei",(09) 438 7119,,2006-10-29 13:28:35,2007-04-10 17:00:17,174.307312,-35.743395
"POINT (174.8272850000034 -37.188561999997866)",1056240,Patumahoe Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"Main Road, Patumahoe",(09) 236 3838,,2006-10-29 13:28:21,2007-01-04 19:52:43,174.827285,-37.188562
